parent_award_id,award_id_piid,Work
TIRNO99D00005,TIRNO99D000050364,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050367,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050368,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050372,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050376,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050378,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050383,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050386,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050387,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050453,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050454,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050462,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050463,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050466,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050467,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050468,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050469,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050470,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050471,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050473,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050474,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050475,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050476,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050477,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050478,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050479,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050480,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050481,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050482,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050483,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050484,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050485,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050486,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050487,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050488,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050489,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050490,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050491,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050492,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050493,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050494,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050495,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050496,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050497,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050498,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050499,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050500,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050501,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050502,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050503,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050504,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050505,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050506,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050507,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050508,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050509,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050510,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050511,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRNO99D00005,TIRNO99D000050512,O&M of the Joint IRS VA Center for Enterprise Modernization (FFRDC-CEM)
TIRSE15P00328,TIRSE15P00328,All Other Contracts Under $2M Annually
TIRSE17P00308,TIRSE17P00308,All Other Contracts Under $2M Annually
TIRWR12C00020,TIRWR12C00020,All Other Contracts Under $2M Annually
TMDN17P0049,TMDN17P0049,All Other Contracts Under $2M Annually
TMHQ13C0043,TMHQ13C0043,All Other Contracts Under $2M Annually
TMHQ13C0073,2031JG18F00012,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,2031JG18F00014,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,2031JG18F00016,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,2031JG18F00017,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,2031JG18F00019,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,2031JG18F00298,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ16T0001,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ16T0002,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ16T0003,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ16T0004,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ17T0001,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ17T0002,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ17T0003,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ17T0004,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ17T0006,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13C0073,TMHQ17T0007,Order Management System Retail Sales End to End Solution (OSM II)
TMHQ13P0378,TMHQ13P0378,All Other Contracts Under $2M Annually
TMHQ14C0008,1601,US MINT Information Technology Support Services
TMHQ14C0008,1701,US MINT Information Technology Support Services
TMHQ14C0008,1702,US MINT Information Technology Support Services
TMHQ14C0008,TMHQ14C0008,US MINT Information Technology Support Services
TMHQ14C0008A,1703,US MINT Information Technology Support Services
TMHQ14C0008A,17001,US MINT Information Technology Support Services
TMHQ14C0008A,17002,US MINT Information Technology Support Services
TMHQ14C0008A,20340918F00012,US MINT Information Technology Support Services
TMHQ14C0008A,20340918F00013,US MINT Information Technology Support Services
TMHQ14C0008A,TMHQ14C0008A,US MINT Information Technology Support Services
TMHQ15C0002,TMHQ15C0002,All Other Contracts Under $2M Annually
TMHQ15C0036,4,All Other Contracts Under $2M Annually
TMHQ15P0319,TMHQ15P0319,All Other Contracts Under $2M Annually
TMHQ16C0011,TMHQ16C0011,All Other Contracts Under $2M Annually
TMHQ16C0011A,TMHQ16C0011A,All Other Contracts Under $2M Annually
TMHQ16P0286,TMHQ16P0286,All Other Contracts Under $2M Annually
TMHQ17C0022,TMHQ17C0022,Information Technology Cyber Security Compliance Services
TMHQ17P0288,TMHQ17P0288,All Other Contracts Under $2M Annually
TOFR12BPA0008,1,All Other Contracts Under $2M Annually
TOFR12BPA0008,2,All Other Contracts Under $2M Annually
TOFR17BPA0003,1,All Other Contracts Under $2M Annually
TOFR17BPA0003,20341518F00001,All Other Contracts Under $2M Annually
TOFR17BPA0003,20341518F00002,All Other Contracts Under $2M Annually
TOFR17BPA0003,20341518F00028,All Other Contracts Under $2M Annually
TOFS10B0004,TOFS10B00040003,All Other Contracts Under $2M Annually
TOFS10B0004,TOFS10B00040005,All Other Contracts Under $2M Annually
TOFS10B0008,2,All Other Contracts Under $2M Annually
TOFS10B0008,3,All Other Contracts Under $2M Annually
TOFS10B0008,4,All Other Contracts Under $2M Annually
TOFS10B0008,TOFS10B00080001,All Other Contracts Under $2M Annually
TOFS11D0001,4,All Other Contracts Under $2M Annually
TOFS11D0001,TOFS11D00010001,All Other Contracts Under $2M Annually
TOFS11D0007,1,All Other Contracts Under $2M Annually
TOFS11D0008,2,All Other Contracts Under $2M Annually
TOFS11D0009,TOFS11D00090001,All Other Contracts Under $2M Annually
TOFS12B0005,1,All Other Contracts Under $2M Annually
TOFS12B0005,6,All Other Contracts Under $2M Annually
TOFS15D0001,3,All Other Contracts Under $2M Annually
TOFS15D0001,4,All Other Contracts Under $2M Annually
TOFS17B0001,1,All Other Contracts Under $2M Annually
TOIGOIG14P0008,TOIGOIG14P0008,All Other Contracts Under $2M Annually
TOS11D0005,5,All Other Contracts Under $2M Annually
TOS11D0006,6,All Other Contracts Under $2M Annually
TOS11D0006,TFSAFIN15K0041,All Other Contracts Under $2M Annually
TOS11D0006,TOS11D00060004,All Other Contracts Under $2M Annually
TOS11D0006,TOS11D00060005,All Other Contracts Under $2M Annually
TOS11D0010,TOS11D00100002,All Other Contracts Under $2M Annually
TOS11D0011,6,All Other Contracts Under $2M Annually
TOS11D0011,TOS11D00110003,All Other Contracts Under $2M Annually
TOS11D0012,6,All Other Contracts Under $2M Annually
TOS11D0012,7,All Other Contracts Under $2M Annually
TOS11D0012,8,All Other Contracts Under $2M Annually
TOS11D0012,TOS11D00120002,All Other Contracts Under $2M Annually
TOS11D0012,TOS11D00120003,All Other Contracts Under $2M Annually
TOS11D0012,TOS11D00120004,All Other Contracts Under $2M Annually
TOS11D0012,TOS11D00120005,All Other Contracts Under $2M Annually
TOS11D0012,TOS11D00120007,All Other Contracts Under $2M Annually
TOS12D0002,7,Professional Money Laundering Network Support
TOS12D0002,TOS12D00020006,Professional Money Laundering Network Support
TOS17F0008,TOS17F0008,All Other Contracts Under $2M Annually
TOS17F0014,TOS17F0014,All Other Contracts Under $2M Annually
TOSFIT12F0001,TOSFIT12F0001,All Other Contracts Under $2M Annually
TOSOFR14D0007,140001,All Other Contracts Under $2M Annually
TOSOFR14D0007,160002,All Other Contracts Under $2M Annually
TOSOFR15D0001,150001,All Other Contracts Under $2M Annually
TOSOFR15D0001,160002,All Other Contracts Under $2M Annually
TOSOFR15D0001,160003,All Other Contracts Under $2M Annually
TOSOFR15D0001,170004,All Other Contracts Under $2M Annually
TOSOFR16C0001,TOSOFR16C0001,All Other Contracts Under $2M Annually
TOSOFR16C0001A,TOSOFR16C0001A,All Other Contracts Under $2M Annually
TPDARCBPA120002,21,All Other Contracts Under $2M Annually
TPDARCBPA120002,23,All Other Contracts Under $2M Annually
TPDARCBPA120002,26,All Other Contracts Under $2M Annually
TPDARCBPA120002,27,All Other Contracts Under $2M Annually
TPDARCBPA120002,28,All Other Contracts Under $2M Annually
TPDARCBPA120002,29,All Other Contracts Under $2M Annually
TPDTTB09C0009,TPDTTB09C0009,All Other Contracts Under $2M Annually
TPDTTB12C0008,170004,All Other Contracts Under $2M Annually
TPDTTB12C0008,170005,All Other Contracts Under $2M Annually
W91QUZ07D0005,TDOX11C0002,All Other Contracts Under $2M Annually
